id,college,program,subjects,maxComposite,seats,totalApplicants,r1,r2,r3,r1_UR,r1_OBC,r1_SC,r1_ST,r1_EWS,r1_PwBD,r3_UR,r3_OBC,r3_SC,r3_ST,r3_EWS,r3_PwBD
1224,Shyama Prasad Mukherji College For Women (W),B.A Program (Hindi + History),,,,,512.7909,512.7909,,512.7909,372.8463,361.5549,,215.8133,,,401.4639,,,,
1225,Shyama Prasad Mukherji College For Women (W),B.A Program (Hindi + Philosophy),,,,,533.2864,542.404,551.5216,533.2864,353.9279,328.0681,321.1247,208.6835,,551.5216,446.7232,,,,
1226,Shyama Prasad Mukherji College For Women (W),B.A Program (Hindi + Political Science),,,,,522.1189,522.1189,,522.1189,382.0293,373.799,,229.57,,,467.0592,,,,
1227,Shyama Prasad Mukherji College For Women (W),B.A Program (Hindi + Sociology),,,,,563.5021,563.5021,,563.5021,398.9967,430.1311,,,,,,,,,
1228,Shyama Prasad Mukherji College For Women (W),B.A Program (History + Music),,,,,472.7169,472.7169,,472.7169,227.0536,274.1777,,171.1395,,,249.0227,217.0035,,,
1229,Shyama Prasad Mukherji College For Women (W),B.A Program (History + Philosophy),,,,,575.0646,575.0646,,575.0646,422.7591,384.0925,232.3031,226.7792,,,475.966,,,,
1230,Shyama Prasad Mukherji College For Women (W),B.A Program (History + Political Science),,,,,602.2596,602.2596,,602.2596,441.2265,412.1981,328.3142,308.8252,,,548.6475,,,,
1231,Shyama Prasad Mukherji College For Women (W),B.A Program (History + Sociology),,,,,609.8118,600.1378,590.4639,609.8118,462.2745,389.9243,413.451,264.3851,,590.4639,,,,,
1232,Shyama Prasad Mukherji College For Women (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),,,,,524.4022,524.4022,,524.4022,325.2246,268.7682,260.5493,,,,475.18,,,394.6366,
1233,Shyama Prasad Mukherji College For Women (W),B.A Program (Human Development and Family Empowerment (HDFE) + Sociology),,,,,545.9272,584.013,622.0987,545.9272,334.4971,292.0814,,440.6444,216.8544,622.0987,429.2359,,,,
1234,Shyama Prasad Mukherji College For Women (W),B.A Program (Music + Political Science),,,,,470.873,470.873,,470.873,282.9386,177.4555,,,,,213.1413,,,,
1235,Shyama Prasad Mukherji College For Women (W),B.A Program (Philosophy + Political Science),,,,,576.5045,608.9728,641.4411,576.5045,406.2161,408.3067,361.2884,290.9752,,641.4411,,,,,
1236,Shyama Prasad Mukherji College For Women (W),B.A Program (Sanskrit + History),,,,,181.2147,207.5702,233.9258,181.2147,,,,,,233.9258,,,,,
1237,Shyama Prasad Mukherji College For Women (W),B.A Program (Sanskrit + Music),,,,,,,,,,,,,,,,,,,
1238,Shyama Prasad Mukherji College For Women (W),B.A Program (Sanskrit + Philosophy),,,,,263.023,311.8723,360.7217,263.023,,,,,,360.7217,,,,,
1239,Shyama Prasad Mukherji College For Women (W),B.A Program (Sanskrit + Political Science),,,,,242.8763,324.2269,405.5775,242.8763,,,,,,405.5775,,,,,
1240,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Applied Psychology,,,,,758.7453,758.7453,,758.7453,559.9979,518.238,465.1193,513.4828,494.4114,,,,,,
1241,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Economics,,,,,642.204,656.3862,670.5684,642.204,318.6195,171.1495,,296.5645,,670.5684,385.3457,232.6768,,148.0091,
1242,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) English,,,,,646.1608,652.824,659.4873,646.1608,477.5065,455.0726,380.2617,450.3446,315.8453,659.4873,545.4241,510.2319,128.5236,,
1243,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Geography,,,,,622.2888,663.2873,704.2858,622.2888,493.5245,425.9484,427.1317,390.9664,,704.2858,,,,,
1244,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Hindi,,,,,228.5458,265.8275,303.1092,228.5458,,191.4319,,,,303.1092,,,,,
1245,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) History,,,,,613.3716,613.3716,,613.3716,455.6247,437.4417,324.9842,325.7642,,,,,,,
1246,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Philosophy,,,,,560.4704,596.8435,633.2166,560.4704,386.1979,319.065,229.7182,322.5233,,633.2166,398.3915,,,271.8765,
1247,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Political Science,,,,,642.9262,642.9262,,642.9262,510.454,446.9897,362.9826,340.6269,,,,,530.9448,433.252,
1248,Shyama Prasad Mukherji College For Women (W),B.A. (Hons.) Sanskrit,,,,,161.2746,214.3315,267.3885,161.2746,137.9655,105.5584,,,,267.3885,,,,,
1249,Shyama Prasad Mukherji College For Women (W),B.Com,,,,,669.3298,669.3298,,669.3298,487.061,380.1343,220.1782,511.966,,,647.7273,,,603.7644,
1250,Shyama Prasad Mukherji College For Women (W),B.Com (Hons.),,,,,711.4524,711.4524,,711.4524,538.1609,451.1539,291.1087,567.6393,,,666.8709,,,,
1251,Shyama Prasad Mukherji College For Women (W),B.Sc (Hons.) Computer Science,,,,,563.2221,556.5258,549.8296,563.2221,466.1549,384.0025,268.2612,489.2014,,549.8296,,436.1162,179.2723,434.6837,
1252,Shyama Prasad Mukherji College For Women (W),B.Sc (Hons.) Mathematics,,,,,486.9658,486.9658,,486.9658,352.6587,243.5977,225.7622,350.4025,,,275.8355,,,214.4734,
1253,Shyama Prasad Mukherji College For Women (W),Bachelor of Elementary Education (B.El.Ed.),,,,,618.5899,618.5899,,618.5899,527.9907,518.0408,387.6776,453.1377,198.8837,,,,241.3821,,
1254,Sri Aurobindo College (Day),B.A Program (Commerce + Economics),,,,,706.7709,706.7709,,706.7709,534.9323,458.2942,269.807,566.0613,,,,,402.1315,,
1255,Sri Aurobindo College (Day),B.A Program (Economics + History),,,,,621.173,621.173,,621.173,462.9175,406.6987,350.0462,397.3209,,,,,,422.6679,
1256,Sri Aurobindo College (Day),B.A Program (Economics + Political Science),,,,,628.0832,640.8527,653.6221,628.0832,464.5775,427.7588,394.0404,450.67,,653.6221,,,,,
1257,Sri Aurobindo College (Day),B.A Program (History + Political Science),,,,,606.9905,606.9905,,606.9905,483.176,418.1115,388.9063,412.5877,,,,,,203.9172,
1258,Sri Aurobindo College (Day),B.A Program (Sanskrit + Economics),,,,,482.9487,482.9487,,482.9487,317.954,,,282.0524,,,310.9631,,,,
1259,Sri Aurobindo College (Day),B.A Program (Sanskrit + History),,,,,291.6852,291.6852,,291.6852,133.8889,,,,,,166.2824,,,,
1260,Sri Aurobindo College (Day),B.A Program (Sanskrit + Political Science),,,,,384.9347,384.9347,,384.9347,127.6855,291.3057,,,,,127.6855,154.342,,,
1261,Sri Aurobindo College (Day),B.A. (Hons.) English,,,,,659.5287,659.5287,,659.5287,513.4623,464.4743,437.8888,500.6517,,,,,,605.337,
1262,Sri Aurobindo College (Day),B.A. (Hons.) Hindi,,,,,271.0176,271.0176,,271.0176,154.0281,74.2256,,187.3912,,,186.6619,161.1238,,,
1263,Sri Aurobindo College (Day),B.A. (Hons.) Political Science,,,,,704.8778,704.8778,,704.8778,616.4233,546.8541,548.5311,568.4456,325.753,,,,,,
1264,Sri Aurobindo College (Day),B.Com,,,,,754.0023,754.0023,,754.0023,612.2409,502.7765,205.5059,665.2465,,,,,,,
1265,Sri Aurobindo College (Day),B.Com (Hons.),,,,,787.7812,787.7812,,787.7812,674.4856,579.194,382.5219,704.3163,,,748.2275,,,,
1266,Sri Aurobindo College (Day),B.Sc (Hons.) Electronics,,,,,313.7781,342.3685,370.9589,313.7781,234.3005,175.9557,40.9409,234.1109,,370.9589,,53.8896,,,
1267,Sri Aurobindo College (Day),B.Sc (Prog.) Life Science,,,,,486.3923,486.3923,,486.3923,410.038,333.5963,281.2926,409.9501,,,400.4561,,236.3008,,
1268,Sri Aurobindo College (Day),B.Sc (Prog.) Physical Science with Chemistry,,,,,232.9573,220.7232,208.489,232.9573,173.7171,68.0739,,158.4333,,208.489,102.7235,124.5357,,77.5782,
1269,Sri Aurobindo College (Evening),B.A Program (Economics + History),,,,,543.1619,543.1619,,543.1619,385.9368,335.017,249.0879,335.8992,,,,,,363.8278,
1270,Sri Aurobindo College (Evening),B.A Program (Economics + Music),,,,,641.0681,641.0681,,641.0681,478.387,378.2869,335.1837,335.1031,,,,467.3672,,422.9756,
1271,Sri Aurobindo College (Evening),B.A Program (Economics + Physical Education),,,,,600.2916,600.2916,,600.2916,469.9907,459.5171,285.4654,417.4743,,,,,,,
1272,Sri Aurobindo College (Evening),B.A Program (Economics + Political Science),,,,,547.0064,547.0064,,547.0064,379.501,326.1218,223.3592,324.1853,,,,,,372.2151,
1273,Sri Aurobindo College (Evening),B.A Program (Economics + Sanskrit),,,,,522.4753,522.4753,,522.4753,294.0393,320.0655,,238.6047,,,217.0585,,,,
1274,Sri Aurobindo College (Evening),B.A Program (English + History),,,,,553.9516,553.9516,,553.9516,413.7142,371.5747,381.4811,356.7678,,,528.4615,,391.8921,207.4774,
1275,Sri Aurobindo College (Evening),B.A Program (English + Music),,,,,644.1681,644.1681,,644.1681,494.1678,481.195,341.1525,425.7526,,,,,301.4778,,
1276,Sri Aurobindo College (Evening),B.A Program (English + Physical Education),,,,,582.2669,582.2669,,582.2669,519.2772,478.0964,432.9064,437.8518,,,,,,,
1277,Sri Aurobindo College (Evening),B.A Program (English + Political Science),,,,,564.4573,607.5461,650.6349,564.4573,459.6857,382.5787,439.3251,386.375,,650.6349,620.0635,,,244.6524,
1278,Sri Aurobindo College (Evening),B.A Program (English + Sanskrit),,,,,485.4699,485.4699,,485.4699,281.4485,225.4843,,237.047,,,281.4485,,,,
1279,Sri Aurobindo College (Evening),B.A Program (Hindi + History),,,,,496.4835,496.4835,,496.4835,356.594,330.0418,,259.8896,,,,474.8826,,,
1280,Sri Aurobindo College (Evening),B.A Program (Hindi + Music),,,,,612.6222,612.6222,,612.6222,410.1883,407.7933,228.0914,274.6523,,,,,228.0914,685.9851,
1281,Sri Aurobindo College (Evening),B.A Program (Hindi + Physical Education),,,,,511.6963,511.6963,,511.6963,391.7347,362.3113,,377.1071,,,,,,,
1282,Sri Aurobindo College (Evening),B.A Program (Hindi + Political Science),,,,,497.2618,497.2618,,497.2618,362.9967,332.2908,149.4969,269.2086,,,,,,,
1283,Sri Aurobindo College (Evening),B.A Program (Hindi + Sanskrit),,,,,434.6826,434.6826,,434.6826,232.4354,225.0272,,227.4259,,,173.2398,,,,
1284,Sri Aurobindo College (Evening),B.A Program (History + Music),,,,,536.8453,536.8453,,536.8453,433.7579,411.9913,314.9468,297.8414,,,,,,,
1285,Sri Aurobindo College (Evening),B.A Program (History + Physical Education),,,,,535.5716,535.5716,,535.5716,405.9235,425.8223,421.6117,359.7667,,,,,,324.1361,
1286,Sri Aurobindo College (Evening),B.A Program (History + Political Science),,,,,535.8176,535.8176,,535.8176,393.9352,342.0559,320.6645,341.2627,,,566.6054,,,131.9151,
1287,Sri Aurobindo College (Evening),B.A Program (History + Sanskrit),,,,,404.5941,404.5941,,404.5941,177.4298,282.4033,,,,,274.6846,,,,
1288,Sri Aurobindo College (Evening),B.A. (Hons.) Applied Psychology,,,,,731.0672,739.3514,747.6357,731.0672,549.2807,494.6023,427.4096,521.1453,,747.6357,642.3291,,,444.9508,
1289,Sri Aurobindo College (Evening),B.A. (Hons.) Economics,,,,,635.6488,635.6488,,635.6488,342.9364,232.7065,,333.3637,,,,,,,
1290,Sri Aurobindo College (Evening),B.A. (Hons.) English,,,,,596.6164,596.6164,,596.6164,426.5125,380.484,326.9985,398.0927,,,513.1771,,,,
1291,Sri Aurobindo College (Evening),B.A. (Hons.) Hindi,,,,,202.9213,271.595,340.2687,202.9213,165.7411,,,,,340.2687,279.3779,254.123,,,
1292,Sri Aurobindo College (Evening),B.Com,,,,,652.4633,652.4633,,652.4633,475.0682,355.9974,257.5379,503.3754,,,,,469.9179,,
1293,Sri Aurobindo College (Evening),B.Com (Hons.),,,,,691.1509,691.1509,,691.1509,542.8213,433.6632,331.393,592.3285,,,,,331.393,,
1294,Sri Guru Gobind Singh College of Commerce,B.A. (Hons.) Business Economics,,,,,511.5607,511.5607,,511.5607,,,,,195.9862,,,,,,
1295,Sri Guru Gobind Singh College of Commerce,B.A. (Hons.) Economics,,,,,806.3902,806.3902,,806.3902,,,,,,,,,,,
1296,Sri Guru Gobind Singh College of Commerce,B.A. (Hons.) Punjabi,,,,,153.4051,153.4051,,153.4051,,,,,,,,,,,586.5788
1297,Sri Guru Gobind Singh College of Commerce,B.Com,,,,,842.7419,842.7419,,842.7419,,,,,321.7445,,,,,,746.4912
1298,Sri Guru Gobind Singh College of Commerce,B.Com (Hons.),,,,,860.4803,860.4803,,860.4803,,,,,451.4476,,,,,,
1299,Sri Guru Gobind Singh College of Commerce,B.Sc (Hons.) Computer Science,,,,,699.3284,670.9067,642.485,699.3284,,,,,223.4882,642.485,,,,,
1300,Sri Guru Gobind Singh College of Commerce,Bachelor of Management Studies (BMS),,,,,538.2361,538.2361,,538.2361,,,,,280.841,,,,,,
1301,Sri Guru Nanak Dev Khalsa College,B.A Program (Economics + History),,,,,682.5067,682.5067,,682.5067,,,,,,,,,,,
1302,Sri Guru Nanak Dev Khalsa College,B.A Program (Economics + Political Science),,,,,665.8007,665.8007,,665.8007,,,,,251.4825,,,,,,
1303,Sri Guru Nanak Dev Khalsa College,B.A Program (English + Economics),,,,,709.4795,701.8673,694.2551,709.4795,,,,,,694.2551,,,,,
1304,Sri Guru Nanak Dev Khalsa College,B.A Program (English + History),,,,,655.5765,655.5765,,655.5765,,,,,292.0746,,,,,,
1305,Sri Guru Nanak Dev Khalsa College,B.A Program (English + Political Science),,,,,688.1075,688.1075,,688.1075,,,,,409.2038,,,,,,
1306,Sri Guru Nanak Dev Khalsa College,B.A Program (History + Political Science),,,,,649.1657,649.1657,,649.1657,,,,,351.2472,,,,,,
1307,Sri Guru Nanak Dev Khalsa College,B.A Program (Punjabi + Economics),,,,,472.0944,537.0643,602.0342,472.0944,,,,,,602.0342,,,,,
1308,Sri Guru Nanak Dev Khalsa College,B.A Program (Punjabi + History),,,,,336.5404,441.2246,545.9088,336.5404,,,,,,545.9088,,,,,
1309,Sri Guru Nanak Dev Khalsa College,B.A Program (Punjabi + Political Science),,,,,365.4008,365.4008,,365.4008,,,,,,,,,,,
1310,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Business Economics,,,,,435.5621,437.1749,438.7877,435.5621,,,,,,438.7877,,,,,
1311,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) English,,,,,676.1529,668.9815,661.8101,676.1529,,,,,347.7723,661.8101,,,,,
1312,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Hindi,,,,,336.6832,324.7437,312.8042,336.6832,,,,,,312.8042,,,,,
1313,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Hindi Patrakarita,,,,,435.8244,375.8785,315.9325,435.8244,,,,,362.5835,315.9325,,,,,
1314,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) History,,,,,679.5667,679.5667,,679.5667,,,,,201.3302,,,,,,
1315,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Political Science,,,,,715.0577,715.0577,,715.0577,,,,,,,,,,,
1316,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Punjabi,,,,,428.7557,441.5278,454.2999,428.7557,,,,,,454.2999,,,,,
1317,Sri Guru Nanak Dev Khalsa College,B.Com,,,,,733.2321,725.8031,718.3742,733.2321,,,,,200.6212,718.3742,,,,,200.6212
1318,Sri Guru Nanak Dev Khalsa College,B.Com (Hons.),,,,,784.0774,803.2342,822.3911,784.0774,,,,,,822.3911,,,,,
1319,Sri Guru Nanak Dev Khalsa College,B.Sc (Hons.) Mathematics,,,,,574.2612,542.155,510.0488,574.2612,,,,,,510.0488,,,,,
1320,Sri Guru Tegh Bahadur Khalsa College,B.A Program (Economics + History),,,,,807.6363,807.6363,,807.6363,,,,,418.6689,,,,,,
1321,Sri Guru Tegh Bahadur Khalsa College,B.A Program (Economics + Mathematics),,,,,826.2765,826.2765,,826.2765,,,,,,,,,,,
1322,Sri Guru Tegh Bahadur Khalsa College,B.A Program (Economics + Music),,,,,799.0732,799.0732,,799.0732,,,,,,,,,,,
1323,Sri Guru Tegh Bahadur Khalsa College,B.A Program (Economics + Political Science),,,,,815.5963,828.3634,841.1304,815.5963,,,,,444.4518,841.1304,,,,,
1324,Sri Guru Tegh Bahadur Khalsa College,B.A Program (History + Music),,,,,721.8404,721.8404,,721.8404,,,,,,,,,,,
1325,Sri Guru Tegh Bahadur Khalsa College,B.A Program (History + Political Science),,,,,812.0281,812.0281,,812.0281,,,,,623.2208,,,,,,
1326,Sri Guru Tegh Bahadur Khalsa College,B.A Program (Mathematics + Music),,,,,672.0508,672.0508,,672.0508,,,,,,,,,,,
1327,Sri Guru Tegh Bahadur Khalsa College,B.A Program (Mathematics + Political Science),,,,,781.9024,781.9024,,781.9024,,,,,,,,,,,
1328,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) Business Economics,,,,,502.4464,501.1182,499.79,502.4464,,,,,,499.79,,,,,263.4536
1329,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) Economics,,,,,823.1386,823.1386,,823.1386,,,,,,,,,,,
1330,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) English,,,,,792.3376,768.2728,744.208,792.3376,,,,,446.4061,744.208,,,,,
1331,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) Hindi,,,,,444.5043,413.1889,381.8734,444.5043,,,,,175.1055,381.8734,,,,,
1332,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) History,,,,,806.701,806.701,,806.701,,,,,579.0033,,,,,,
1333,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) Political Science,,,,,855.2765,855.2765,,855.2765,,,,,648.769,,,,,,
1334,Sri Guru Tegh Bahadur Khalsa College,B.A. (Hons.) Punjabi,,,,,189.0328,251.1309,313.229,189.0328,,,,,144.7232,313.229,,,,,
1335,Sri Guru Tegh Bahadur Khalsa College,B.Com,,,,,855.6876,855.6876,,855.6876,,,,,523.0073,,,,,,
1336,Sri Guru Tegh Bahadur Khalsa College,B.Com (Hons.),,,,,869.2431,860.6427,852.0423,869.2431,,,,,559.408,852.0423,,,,,
1337,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Botany,,,,,558.3026,525.4139,492.5252,558.3026,,,,,,492.5252,,,,,
1338,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Chemistry,,,,,432.3666,402.8367,373.3068,432.3666,,,,,,373.3068,,,,,
1339,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Computer Science,,,,,724.3136,714.4878,704.6619,724.3136,,,,,281.9465,704.6619,,,,,220.9604
1340,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Electronics,,,,,425.4954,425.4954,,425.4954,,,,,,,,,,,
1341,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Mathematics,,,,,705.7323,689.4721,673.2118,705.7323,,,,,,673.2118,,,,,
1342,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Physics,,,,,444.1712,386.5368,328.9024,444.1712,,,,,,328.9024,,,,,
1343,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Hons.) Zoology,,,,,590.7754,554.3116,517.8478,590.7754,,,,,174.3294,517.8478,,,,,
1344,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Prog.) Life Science,,,,,555.4421,555.4421,,555.4421,,,,,153.8102,,,,,,
1345,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Prog.) Physical Science with Chemistry,,,,,341.7991,288.9434,236.0877,341.7991,,,,,,236.0877,,,,,
1346,Sri Guru Tegh Bahadur Khalsa College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,426.9747,426.9747,,426.9747,,,,,,,,,,,
1347,Sri Venketeswara College,B.A Program (Economics + Mathematics/Statistics/Sociology),,,,,832.1536,824.301,816.4483,832.1536,698.738,669.6434,626.9869,714.7833,,816.4483,,,,,
1348,Sri Venketeswara College,B.A Program (English + Sociology/Economics),,,,,823.7007,823.7007,,823.7007,734.8783,660.9711,665.0823,770.2148,671.8616,,683.1238,732.7112,,,
1349,Sri Venketeswara College,B.A Program (Hindi + History/Sociology),,,,,780.2297,780.2297,,780.2297,698.253,663.5085,563.5129,692.3736,470.2376,,,,,,
1350,Sri Venketeswara College,B.A Program (History + Political Science),,,,,832.2441,832.2441,,832.2441,777.9901,722.9179,721.6027,773.9782,628.677,,731.7028,,,,
1351,Sri Venketeswara College,B.A Program (Sanskrit +Sociology/History),,,,,605.8629,605.8629,,605.8629,492.6849,309.2226,356.5974,477.9022,,,,,,,
1352,Sri Venketeswara College,B.A Program (Tamil + Political Science/History),,,,,460.7788,460.7788,,460.7788,399.0131,165.6803,,324.8432,,,436.4713,400.6492,,,
1353,Sri Venketeswara College,B.A Program (Telegu + Political Science/History),,,,,545.3359,545.3359,,545.3359,436.5101,240.674,347.1234,504.592,,,,,,,
1354,Sri Venketeswara College,B.A. (Hons.) Economics,,,,,842.7468,837.0085,831.2701,842.7468,671.1751,605.559,430.0284,719.7551,,831.2701,,,399.7851,,505.5102
1355,Sri Venketeswara College,B.A. (Hons.) English,,,,,816.2593,816.2593,,816.2593,712.5766,663.3144,624.342,738.7742,473.1477,,,668.5768,,,
1356,Sri Venketeswara College,B.A. (Hons.) Hindi,,,,,454.9361,454.9361,,454.9361,369.6741,359.3981,261.0404,183.4755,279.2373,,,,,173.9802,
1357,Sri Venketeswara College,B.A. (Hons.) History,,,,,830.928,830.928,,830.928,774.0696,704.3505,707.3551,796.4299,543.0876,,786.0323,,,,
1358,Sri Venketeswara College,B.A. (Hons.) Political Science,,,,,875.0768,875.0768,,875.0768,836.0192,759.2198,753.3847,830.115,729.7192,,,,,,
1359,Sri Venketeswara College,B.A. (Hons.) Sanskrit,,,,,228.0062,413.0748,598.1434,228.0062,332.6364,200.4941,,304.368,,598.1434,332.9108,399.9229,253.8325,,
1360,Sri Venketeswara College,B.A. (Hons.) Sociology,,,,,808.9428,808.9428,,808.9428,731.2298,635.9875,633.3127,724.6462,521.9218,,,630.9509,,,
1361,Sri Venketeswara College,B.Com,,,,,872.7406,869.9452,867.1499,872.7406,790.8675,717.7613,640.326,829.5165,543.0986,867.1499,,,,824.2334,
1362,Sri Venketeswara College,B.Com (Hons.),,,,,886.9932,883.3186,879.6441,886.9932,805.3673,737.5958,660.3738,846.1443,585.4308,879.6441,,727.4312,,826.7884,
1363,Sri Venketeswara College,B.Sc (Hons.) Bio-Chemistry,,,,,627.4644,625.6371,623.8098,627.4644,587.2392,500.1598,411.661,577.9858,419.6331,623.8098,,,,,
1364,Sri Venketeswara College,B.Sc (Hons.) Biological Sciences,,,,,602.1296,580.0737,558.0178,602.1296,519.0244,438.1848,420.9923,535.2817,134.5659,558.0178,,,,,
1365,Sri Venketeswara College,B.Sc (Hons.) Botany,,,,,579.4597,549.8981,520.3365,579.4597,536.5522,435.7619,416.0637,542.1594,,520.3365,465.775,,,,
1366,Sri Venketeswara College,B.Sc (Hons.) Chemistry,,,,,436.7142,436.7142,,436.7142,373.0564,272.3957,154.3633,376.6551,,,,,59.9491,359.0401,
1367,Sri Venketeswara College,B.Sc (Hons.) Electronics,,,,,427.8107,400.8379,373.8652,427.8107,361.2148,265.0453,141.5622,361.624,,373.8652,313.4508,182.6646,139.5526,,
1368,Sri Venketeswara College,B.Sc (Hons.) Mathematics,,,,,730.7774,721.7438,712.7103,730.7774,571.4719,471.6656,333.7104,598.8619,,712.7103,627.9717,,189.7323,,
1369,Sri Venketeswara College,B.Sc (Hons.) Physics,,,,,459.9986,459.9986,,459.9986,390.1029,288.7369,166.2362,404.6653,,,368.9186,,,,
1370,Sri Venketeswara College,B.Sc (Hons.) Statistics,,,,,806.7344,806.7344,,806.7344,615.6383,526.9929,404.4967,663.8215,,,,,,,
1371,Sri Venketeswara College,B.Sc (Hons.) Zoology,,,,,611.6289,594.3143,576.9997,611.6289,574.3002,500.4114,434.3915,569.7913,248.9643,576.9997,,,,,
1372,Sri Venketeswara College,B.Sc (Prog.) Life Science,,,,,563.505,551.968,540.4311,563.505,507.9806,408.4898,355.0505,523.7591,,540.4311,530.3219,,342.3391,465.3808,
1373,St. Stephen's College,B.A. (Hons.) Economics,,,,,904.6216,904.6216,,904.6216,,726.2704,741.5417,,637.949,,,,,,
1374,St. Stephen's College,B.A. (Hons.) English,,,,,926.9289,926.9289,,926.9289,,819.7464,852.5192,,739.7538,,,,,,
1375,St. Stephen's College,B.A. (Hons.) History,,,,,918.7181,918.7181,,918.7181,,844.4037,890.562,,854.4858,,,,,,
1376,St. Stephen's College,B.A. (Hons.) Philosophy,,,,,906.7438,906.7438,,906.7438,,787.9854,737.4256,,665.3893,,,,,,
1377,St. Stephen's College,B.A. (Hons.) Sanskrit,,,,,694.4118,694.4118,,694.4118,,668.8346,598.6427,,,,,,598.6427,,655.9877
1378,St. Stephen's College,B.A. Program (Any two discipline out of these (Economics/English/History/Political Science/Philosophy)),,,,,912.5745,912.5745,,912.5745,,826.9341,,,839.1808,,,,,,
1379,St. Stephen's College,B.A. Program (Urdu + Any other discipline subject from (Economics/History/Political Science/Philosophy)),,,,,726.1927,726.1927,,726.1927,,,587.8343,,,,,,,,
1380,St. Stephen's College,B.Sc (Hons.) Chemistry,,,,,550.6452,550.6452,,550.6452,,406.151,356.8354,,151.6557,,,286.4631,,,
1381,St. Stephen's College,B.Sc (Hons.) Mathematics,,,,,834.0827,820.7024,807.3222,834.0827,,651.8978,706.7956,,391.05,807.3222,,,,,
1382,St. Stephen's College,B.Sc (Hons.) Physics,,,,,578.7626,550.4777,522.1927,578.7626,,486.4898,418.6427,,124.0041,522.1927,,,,,
1383,St. Stephen's College,B.Sc (Prog.) Physical Science with Chemistry,,,,,487.3687,487.3687,,487.3687,,376.2822,,,,,,,,,
1384,St. Stephen's College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,534.3492,488.4519,442.5546,534.3492,,403.0072,244.1845,,119.0755,442.5546,,,,,
1385,Swami Shardhanand College,B.A Program (Computer Applications + Economics),,,,,640.9817,640.9817,,640.9817,465.6383,364.7865,201.0132,462.8945,,,584.9491,,,441.5494,
1386,Swami Shardhanand College,B.A Program (Computer Applications + Mathematics),,,,,609.7721,606.4218,603.0716,609.7721,471.0886,382.3127,282.9687,461.0697,,603.0716,,,,,
1387,Swami Shardhanand College,B.A Program (Economics + History),,,,,554.2607,584.7434,615.2262,554.2607,406.5747,348.5805,243.5578,351.8514,,615.2262,490.0955,,260.6486,418.083,
1388,Swami Shardhanand College,B.A Program (Economics + Mathematics),,,,,612.7274,628.0877,643.4481,612.7274,366.3066,242.471,,323.6251,,643.4481,399.2771,227.0975,,539.3242,
1389,Swami Shardhanand College,B.A Program (Economics + Political Science),,,,,572.0458,572.0458,,572.0458,416.1305,371.6386,265.9824,381.6077,,,456.5885,,298.7594,457.3612,
1390,Swami Shardhanand College,B.A Program (English + History),,,,,605.0396,631.7089,658.3783,605.0396,469.1138,449.7245,,413.7741,,658.3783,,,,377.1961,
1391,Swami Shardhanand College,B.A Program (English + Political Science),,,,,623.222,623.222,,623.222,557.105,484.8733,468.0098,461.7935,,,,,,,
1392,Swami Shardhanand College,B.A Program (Hindi + Political Science),,,,,523.3337,523.3337,,523.3337,396.3568,397.8656,275.549,277.5906,,,455.975,,,,
1393,Swami Shardhanand College,B.A Program (History + OMSP),,,,,551.5143,551.5143,,551.5143,412.3376,365.2572,186.9621,362.4452,,,,471.952,,261.2396,
